#,uniqueID,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,EXP,MALE,FEMALE,Catch Rate,HEIGHT(dm),WEIGHT(hectogram) ,FRIENDSHIP,BASE EXP YEILD,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Total EVs,Egg Group 1,Egg Group 2,Cycles,Steps,Gen III,Gen IV,Gen V-VI,Gen VII
389,389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,FALSE,MS,87.5,12.5,45,22,3100,70,236,0,2,1,0,0,0,3,Monster,Grass,20,—,—,5355,5140,5120
390,390,Chimchar,Fire,,309,44,58,44,58,44,61,4,FALSE,MS,87.5,12.5,45,5,62,70,62,0,0,0,0,0,1,1,Field,Human-Like,20,—,—,5355,5140,5120
391,391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,FALSE,MS,87.5,12.5,45,9,220,70,142,0,0,0,1,0,1,2,Field,Human-Like,20,—,—,5355,5140,5120
392,392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,FALSE,MS,87.5,12.5,45,12,550,70,240,0,1,0,1,0,1,3,Field,Human-Like,20,—,—,5355,5140,5120
393,393,Piplup,Water,,314,53,51,53,61,56,40,4,FALSE,MS,87.5,12.5,45,4,52,70,63,0,0,0,1,0,0,1,Water 1,Field,20,—,—,5355,5140,5120
394,394,Prinplup,Water,,405,64,66,68,81,76,50,4,FALSE,MS,87.5,12.5,45,8,230,70,142,0,0,0,2,0,0,2,Water 1,Field,20,—,—,5355,5140,5120
395,395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,FALSE,MS,87.5,12.5,45,17,845,70,239,0,0,0,3,0,0,3,Water 1,Field,20,—,—,5355,5140,5120
396,396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,FALSE,MS,50,50,255,3,20,70,49,0,0,0,0,0,1,1,Flying,—,15,—,—,4080,3855,3840
397,397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,FALSE,MS,50,50,120,6,155,70,119,0,0,0,0,0,2,2,Flying,—,15,—,—,4080,3855,3840
398,398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,FALSE,MS,50,50,45,12,249,70,218,0,3,0,0,0,0,3,Flying,—,15,—,—,4080,3855,3840
399,399,Bidoof,Normal,,250,59,45,40,35,40,31,4,FALSE,MF,50,50,255,5,200,70,50,1,0,0,0,0,0,1,Water 1,Field,15,—,—,4080,3855,3840
400,400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,FALSE,MF,50,50,127,10,315,70,144,0,2,0,0,0,0,2,Water 1,Field,15,—,—,4080,3855,3840
401,401,Kricketot,Bug,,194,37,25,41,25,41,25,4,FALSE,MS,50,50,255,3,22,70,39,0,0,1,0,0,0,1,Bug,—,15,—,—,4080,3855,3840
402,402,Kricketune,Bug,,384,77,85,51,55,51,65,4,FALSE,MS,50,50,45,10,255,70,134,0,2,0,0,0,0,2,Bug,—,15,—,—,4080,3855,3840
403,403,Shinx,Electric,,263,45,65,34,40,34,45,4,FALSE,MS,50,50,235,5,95,70,53,0,1,0,0,0,0,1,Field,—,20,—,—,5355,5140,5120
404,404,Luxio,Electric,,363,60,85,49,60,49,60,4,FALSE,MS,50,50,120,9,305,100,127,0,2,0,0,0,0,2,Field,—,20,—,—,5355,5140,5120
405,405,Luxray,Electric,,523,80,120,79,95,79,70,4,FALSE,MS,50,50,45,14,420,70,235,0,3,0,0,0,0,3,Field,—,20,—,—,5355,5140,5120
406,406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,MS,50,50,255,2,12,70,56,0,0,0,1,0,0,1,Undiscovered,—,20,—,—,5355,5140,5120
407,407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,MS,50,50,75,9,145,70,232,0,0,0,3,0,0,3,Fairy,Grass,20,—,—,5355,5140,5120
408,408,Cranidos,Rock,,350,67,125,40,30,30,58,4,FALSE,ER,87.5,12.5,45,9,315,70,70,0,1,0,0,0,0,1,Monster,—,30,—,—,7905,7710,7680
409,409,Rampardos,Rock,,495,97,165,60,65,50,58,4,FALSE,ER,87.5,12.5,45,16,1025,70,173,0,2,0,0,0,0,2,Monster,—,30,—,—,7905,7710,7680
410,410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,ER,87.5,12.5,45,5,570,70,70,0,0,1,0,0,0,1,Monster,—,30,—,—,7905,7710,7680
411,411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,ER,87.5,12.5,45,13,1495,70,173,0,0,2,0,0,0,2,Monster,—,30,—,—,7905,7710,7680
412,412,Burmy,Bug,,224,40,29,45,29,45,36,4,FALSE,MF,50,50,120,2,34,70,45,0,0,0,0,1,0,1,Bug,—,15,—,—,4080,3855,3840
413,413,Wormadam (Plant Cloak),Bug,Grass,424,60,59,85,79,105,36,4,FALSE,MF,0,100,45,5,65,70,148,0,0,0,0,2,0,2,Bug,—,15,—,—,4080,3855,3840
413,413,Wormadam (Sandy Cloak),Bug,Ground,424,60,79,105,59,85,36,4,FALSE,MF,0,100,,5,65,70,148,0,0,2,0,0,0,2,Bug,—,15,—,—,4080,3855,3840
413,413,Wormadam (Trash Cloak),Bug,Steel,424,60,69,95,69,95,36,4,FALSE,MF,0,100,,5,65,70,148,0,0,1,0,1,0,2,Bug,—,15,—,—,4080,3855,3840
414,414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,MF,100,0,45,9,233,70,148,0,1,0,1,0,0,2,Bug,—,15,—,—,4080,3855,3840
415,415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,MS,87.5,12.5,120,3,55,70,49,0,0,0,0,0,1,1,Bug,—,15,—,—,4080,3855,3840
416,416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,MS,0,100,45,12,385,70,166,0,0,1,0,1,0,2,Bug,—,15,—,—,4080,3855,3840
417,417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,FALSE,MF,50,50,200,4,39,100,142,0,0,0,0,0,1,1,Field,Fairy,10,—,—,2805,2570,2560
418,418,Buizel,Water,,330,55,65,35,60,30,85,4,FALSE,MF,50,50,190,7,295,70,66,0,0,0,0,0,1,1,Water 1,Field,20,—,—,5355,5140,5120
419,419,Floatzel,Water,,495,85,105,55,85,50,115,4,FALSE,MF,50,50,75,11,335,70,173,0,0,0,0,0,2,2,Water 1,Field,20,—,—,5355,5140,5120
420,420,Cherubi,Grass,,275,45,35,45,62,53,35,4,FALSE,MF,50,50,190,4,33,70,55,0,0,0,1,0,0,1,Fairy,Grass,20,—,—,5355,5140,5120
421,421,Cherrim,Grass,,450,70,60,70,87,78,85,4,FALSE,MF,50,50,75,5,93,70,158,0,0,0,2,0,0,2,Fairy,Grass,20,—,—,5355,5140,5120
422,422,Shellos,Water,,325,76,48,48,57,62,34,4,FALSE,MF,50,50,190,3,63,70,65,1,0,0,0,0,0,1,Water 1,Amorphous,20,—,—,5355,5140,5120
423,423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,FALSE,MF,50,50,75,9,299,70,166,2,0,0,0,0,0,2,Water 1,Amorphous,20,—,—,5355,5140,5120
424,424,Ambipom,Normal,,482,75,100,66,60,66,115,4,FALSE,FA,50,50,45,12,203,100,169,0,0,0,0,0,2,2,Field,—,20,—,—,5355,5140,5120
425,425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,FL,50,50,125,4,12,70,70,1,0,0,0,0,0,1,Amorphous,—,30,—,—,7905,7710,7680
426,426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,FL,50,50,60,12,150,70,174,2,0,0,0,0,0,2,Amorphous,—,30,—,—,7905,7710,7680
427,427,Buneary,Normal,,350,55,66,44,44,56,85,4,FALSE,MF,50,50,190,4,55,0,70,0,0,0,0,0,1,1,Field,Human-Like,20,—,—,5355,5140,5120
428,428,Lopunny,Normal,,480,65,76,84,54,96,105,4,FALSE,MF,50,50,60,12,333,140,168,0,0,0,0,0,2,2,Field,Human-Like,20,—,—,5355,5140,5120
428,428M,Lopunny (Mega Lopunny),Normal,Fighting,580,65,136,94,54,96,135,4,FALSE,MF,50,50,,13,283,140,203,0,0,0,0,0,2,2,Field,Human-Like,20,—,—,5355,5140,5120
429,429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,FALSE,FA,50,50,45,9,44,35,173,0,0,0,1,1,0,2,Amorphous,—,25,—,—,6630,6425,6400
430,430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,MS,50,50,30,9,273,35,177,0,2,0,0,0,0,2,Flying,—,20,—,—,5355,5140,5120
431,431,Glameow,Normal,,310,49,55,42,42,37,85,4,FALSE,FA,25,75,190,5,39,70,62,0,0,0,0,0,1,1,Field,—,20,—,—,5355,5140,5120
432,432,Purugly,Normal,,452,71,82,64,64,59,112,4,FALSE,FA,25,75,75,10,438,70,158,0,0,0,0,0,2,2,Field,—,20,—,—,5355,5140,5120
433,433,Chingling,Psychic,,285,45,30,50,65,50,45,4,FALSE,FA,50,50,120,2,6,70,57,0,0,0,1,0,0,1,Undiscovered,—,25,—,—,6630,6425,6400
434,434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,MF,50,50,225,4,192,70,66,0,0,0,0,0,1,1,Field,—,20,—,—,5355,5140,5120
435,435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,MF,50,50,60,10,380,70,168,2,0,0,0,0,0,2,Field,—,20,—,—,5355,5140,5120
436,436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,MF,0,0,255,5,605,70,60,0,0,1,0,0,0,1,Mineral,—,20,—,—,5355,5140,5120
437,437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,MF,0,0,90,13,1870,70,175,0,0,1,0,1,0,2,Mineral,—,20,—,—,5355,5140,5120
438,438,Bonsly,Rock,,290,50,80,95,10,45,10,4,FALSE,MF,50,50,255,5,150,70,58,0,0,1,0,0,0,1,Undiscovered,—,20,—,—,5355,5140,5120
439,439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,MF,50,50,145,6,130,70,62,0,0,0,0,1,0,1,Undiscovered,—,25,—,—,6630,6425,6400
440,440,Happiny,Normal,,220,100,5,5,15,65,30,4,FALSE,FA,0,100,130,6,244,140,110,1,0,0,0,0,0,1,Undiscovered,—,40,—,—,10455,10280,10240
441,441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,MS,50,50,30,5,19,35,144,0,1,0,0,0,0,1,Flying,—,20,—,—,5355,5140,5120
442,442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,MF,50,50,100,10,1080,70,170,0,0,1,0,1,0,2,Amorphous,—,30,—,—,7905,7710,7680
443,443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,SL,50,50,45,7,205,70,60,0,1,0,0,0,0,1,Monster,Dragon,40,—,—,10455,10280,10240
444,444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,SL,50,50,45,14,560,70,144,0,2,0,0,0,0,2,Monster,Dragon,40,—,—,10455,10280,10240
445,445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,SL,50,50,45,19,950,70,270,0,3,0,0,0,0,3,Monster,Dragon,40,—,—,10455,10280,10240
445,445M,Garchomp (Mega Garchomp),Dragon,Ground,700,108,170,115,120,95,92,4,FALSE,SL,50,50,,19,950,70,315,0,3,0,0,0,0,3,Monster,Dragon,40,—,—,10455,10280,10240
446,446,Munchlax,Normal,,390,135,85,40,40,85,5,4,FALSE,SL,87.5,12.5,50,6,1050,70,78,1,0,0,0,0,0,1,Undiscovered,—,40,—,—,10455,10280,10240
447,447,Riolu,Fighting,,285,40,70,40,35,40,60,4,FALSE,MS,87.5,12.5,75,7,202,70,57,0,1,0,0,0,0,1,Undiscovered,—,25,—,—,6630,6425,6400
448,448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,MS,87.5,12.5,45,12,540,70,184,0,1,0,1,0,0,2,Field,Human-Like,25,—,—,6630,6425,6400
448,448M,Lucario (Mega Lucario),Fighting,Steel,625,70,145,88,140,70,112,4,FALSE,MS,87.5,12.5,,13,575,70,219,0,1,0,1,0,0,2,Field,Human-Like,25,—,—,6630,6425,6400
449,449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,FALSE,SL,50,50,140,8,495,70,66,0,0,1,0,0,0,1,Field,—,30,—,—,7905,7710,7680
450,450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,FALSE,SL,50,50,60,20,3000,70,184,0,0,2,0,0,0,2,Field,—,30,—,—,7905,7710,7680
451,451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,SL,50,50,120,8,120,70,66,0,0,1,0,0,0,1,Bug,Water 3,20,—,—,5355,5140,5120
452,452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,SL,50,50,45,13,615,70,175,0,0,2,0,0,0,2,Bug,Water 3,20,—,—,5355,5140,5120
453,453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,MF,50,50,140,7,230,100,60,0,1,0,0,0,0,1,Human-Like,—,10,—,—,2805,2570,2560
454,454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,MF,50,50,75,13,444,70,172,0,2,0,0,0,0,2,Human-Like,—,10,—,—,2805,2570,2560
455,455,Carnivine,Grass,,454,74,100,72,90,72,46,4,FALSE,SL,50,50,200,14,270,70,159,0,2,0,0,0,0,2,Grass,—,25,—,—,6630,6425,6400
456,456,Finneon,Water,,330,49,49,56,49,61,66,4,FALSE,ER,50,50,190,4,70,70,66,0,0,0,0,0,1,1,Water 2,—,20,—,—,5355,5140,5120
457,457,Lumineon,Water,,460,69,69,76,69,86,91,4,FALSE,ER,50,50,75,12,240,70,161,0,0,0,0,0,2,2,Water 2,—,20,—,—,5355,5140,5120
458,458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,FALSE,SL,50,50,25,10,650,70,69,0,0,0,0,1,0,1,Undiscovered,—,25,—,—,6630,6425,6400
459,459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,SL,50,50,120,10,505,70,67,0,1,0,0,0,0,1,Monster,Grass,20,—,—,5355,5140,5120
460,460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,SL,50,50,60,22,1355,70,173,0,1,0,1,0,0,2,Monster,Grass,20,—,—,5355,5140,5120
460,460M,Abomasnow (Mega Abomasnow),Grass,Ice,594,90,132,105,132,105,30,4,FALSE,SL,50,50,,27,1850,70,208,0,1,0,1,0,0,2,Monster,Grass,20,—,—,5355,5140,5120
461,461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,MS,50,50,45,11,340,35,179,0,1,0,0,0,1,2,Field,—,20,—,—,5355,5140,5120
462,462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,MF,0,0,30,12,1800,70,241,0,0,0,3,0,0,3,Mineral,—,20,—,—,5355,5140,5120
463,463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,FALSE,MF,50,50,30,17,1400,70,180,3,0,0,0,0,0,3,Monster,—,20,—,—,5355,5140,5120
464,464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,SL,50,50,30,24,2828,70,241,0,3,0,0,0,0,3,Monster,Field,20,—,—,5355,5140,5120
465,465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,FALSE,MF,50,50,30,20,1286,70,187,0,0,2,0,0,0,2,Grass,—,20,—,—,5355,5140,5120
466,466,Electivire,Electric,,540,75,123,67,95,85,95,4,FALSE,MF,75,25,30,18,1386,70,243,0,3,0,0,0,0,3,Human-Like,—,25,—,—,6630,6425,6400
467,467,Magmortar,Fire,,540,75,95,67,125,95,83,4,FALSE,MF,75,25,30,16,680,70,243,0,0,0,3,0,0,3,Human-Like,—,25,—,—,6630,6425,6400
468,468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,FA,87.5,12.5,30,15,380,70,245,0,0,0,2,1,0,3,Flying,Fairy,10,—,—,2805,2570,2560
469,469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,MF,50,50,30,19,515,70,180,0,2,0,0,0,0,2,Bug,—,20,—,—,5355,5140,5120
470,470,Leafeon,Grass,,525,65,110,130,60,65,95,4,FALSE,MF,87.5,12.5,45,10,255,35,184,0,0,2,0,0,0,2,Field,—,35,—,—,9180,8995,8960
471,471,Glaceon,Ice,,525,65,60,110,130,95,65,4,FALSE,MF,87.5,12.5,45,8,259,35,184,0,0,0,2,0,0,2,Field,—,35,—,—,9180,8995,8960
472,472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,MS,50,50,30,20,425,70,179,0,0,2,0,0,0,2,Bug,—,20,—,—,5355,5140,5120
473,473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,SL,50,50,50,25,2910,70,239,0,3,0,0,0,0,3,Field,—,20,—,—,5355,5140,5120
474,474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,FALSE,MF,0,0,30,9,340,70,241,0,0,0,3,0,0,3,Mineral,—,20,—,—,5355,5140,5120
475,475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,SL,100,0,45,16,520,35,233,0,3,0,0,0,0,3,Amorphous,—,20,—,—,5355,5140,5120
475,475M,Gallade (Mega Gallade),Psychic,Fighting,618,68,165,95,65,115,110,4,FALSE,SL,100,0,,16,564,35,278,0,3,0,0,0,0,3,Amorphous,—,20,—,—,5355,5140,5120
476,476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,MF,50,50,60,14,3400,70,184,0,0,1,0,2,0,3,Mineral,—,20,—,—,5355,5140,5120
477,477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,FALSE,FA,50,50,45,22,1066,35,236,0,0,1,0,2,0,3,Amorphous,—,25,—,—,6630,6425,6400
478,478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,MF,0,100,75,13,266,70,168,0,0,0,0,0,2,2,Fairy,Mineral,20,—,—,5355,5140,5120
479,479,Rotom (Normal Rotom),Electric,Ghost,440,50,50,77,95,77,91,4,FALSE,MF,0,0,45,3,3,70,154,0,0,0,1,0,1,2,Amorphous,—,20,—,—,5355,5140,5120
479,479,Rotom (Heat Rotom),Electric,Fire,520,50,65,107,105,107,86,4,FALSE,MF,0,0,,3,3,70,182,0,0,0,1,0,1,2,Amorphous,—,20,—,—,5355,5140,5120
479,479,Rotom (Wash Rotom),Electric,Water,520,50,65,107,105,107,86,4,FALSE,MF,0,0,,3,3,70,182,0,0,0,1,0,1,2,Amorphous,—,20,—,—,5355,5140,5120
479,479,Rotom (Frost Rotom),Electric,Ice,520,50,65,107,105,107,86,4,FALSE,MF,0,0,,3,3,70,182,0,0,0,1,0,1,2,Amorphous,—,20,—,—,5355,5140,5120
479,479,Rotom (Fan Rotom),Electric,Flying,520,50,65,107,105,107,86,4,FALSE,MF,0,0,,3,3,70,182,0,0,0,1,0,1,2,Amorphous,—,20,—,—,5355,5140,5120
479,479,Rotom (Mow Rotom),Electric,Grass,520,50,65,107,105,107,86,4,FALSE,MF,0,0,,3,3,70,182,0,0,0,1,0,1,2,Amorphous,—,20,—,—,5355,5140,5120
480,480,Uxie,Psychic,,580,75,75,130,75,130,95,4,TRUE,SL,0,0,3,3,3,140,261,0,0,2,0,1,0,3,Undiscovered,—,80,—,—,20655,20560,20480
481,481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,TRUE,SL,0,0,3,3,3,140,261,0,1,0,1,1,0,3,Undiscovered,—,80,—,—,20655,20560,20480
482,482,Azelf,Psychic,,580,75,125,70,125,70,115,4,TRUE,SL,0,0,3,3,3,140,261,0,2,0,1,0,0,3,Undiscovered,—,80,—,—,20655,20560,20480
483,483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,SL,0,0,3,54,6830,0,306,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
484,484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,SL,0,0,3,42,3360,0,306,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
485,485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,SL,50,50,3,17,4300,100,270,0,0,0,3,0,0,3,Undiscovered,—,10,—,—,2805,2570,2560
486,486,Regigigas,Normal,,670,110,160,110,80,110,100,4,TRUE,SL,0,0,3,37,4200,0,302,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
487,487,Giratina,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,SL,0,0,3,45,7500,0,306,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
487,,Giratina (Altered Form),Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,SL,0,0,,69,6500,0,306,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
488,488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,FALSE,SL,0,100,3,15,856,100,270,0,0,0,0,3,0,3,Undiscovered,—,120,—,—,30855,30840,30720
489,489,Phione,Water,,480,80,80,80,80,80,80,4,TRUE,SL,0,0,30,4,31,70,216,1,0,0,0,0,0,1,Water 1,Fairy,40,—,—,10455,10280,10240
490,490,Manaphy,Water,,600,100,100,100,100,100,100,4,TRUE,SL,0,0,3,3,14,70,270,3,0,0,0,0,0,3,Water 1,Fairy,10,—,—,2805,2570,2560
491,491,Darkrai,Dark,,600,70,90,90,135,90,125,4,TRUE,SL,0,0,3,15,505,0,270,0,0,0,2,0,1,3,Undiscovered,—,120,—,—,30855,30840,30720
492,492,Shaymin (Land Forme),Grass,,600,100,100,100,100,100,100,4,TRUE,MF,0,0,45,2,21,100,270,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
492,492,Shaymin (Sky Forme),Grass,Flying,600,100,103,75,120,75,127,4,TRUE,MF,0,0,,4,52,100,270,0,0,0,0,0,3,3,Undiscovered,—,120,—,—,30855,30840,30720
493,493,Arceus,Normal,,720,120,120,120,120,120,120,4,TRUE,SL,0,0,3,32,3200,0,324,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,30855,30840,30720
494,494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,SL,0,0,3,4,40,100,270,3,0,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
495,495,Snivy,Grass,,308,45,45,55,45,55,63,5,FALSE,MS,87.5,12.5,45,6,81,70,62,0,0,0,0,0,1,1,Field,Grass,20,—,—,—,5140,5120
496,496,Servine,Grass,,413,60,60,75,60,75,83,5,FALSE,MS,87.5,12.5,45,8,160,70,145,0,0,0,0,0,2,2,Field,Grass,20,—,—,—,5140,5120
497,497,Serperior,Grass,,528,75,75,95,75,95,113,5,FALSE,MS,87.5,12.5,45,33,630,70,238,0,0,0,0,0,3,3,Field,Grass,20,—,—,—,5140,5120
498,498,Tepig,Fire,,308,65,63,45,45,45,45,5,FALSE,MS,87.5,12.5,45,5,99,70,62,1,0,0,0,0,0,1,Field,—,20,—,—,—,5140,5120
499,499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,MS,87.5,12.5,45,10,555,70,146,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
500,500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,MS,87.5,12.5,45,16,1500,70,238,0,3,0,0,0,0,3,Field,—,20,—,—,—,5140,5120
501,501,Oshawott,Water,,308,55,55,45,63,45,45,5,FALSE,MS,87.5,12.5,45,5,59,70,62,0,0,0,1,0,0,1,Field,—,20,—,—,—,5140,5120
502,502,Dewott,Water,,413,75,75,60,83,60,60,5,FALSE,MS,87.5,12.5,45,8,245,70,145,0,0,0,2,0,0,2,Field,—,20,—,—,—,5140,5120
503,503,Samurott,Water,,528,95,100,85,108,70,70,5,FALSE,MS,87.5,12.5,45,15,946,70,238,0,0,0,3,0,0,3,Field,—,20,—,—,—,5140,5120
504,504,Patrat,Normal,,255,45,55,39,35,39,42,5,FALSE,MF,50,50,255,5,116,70,51,0,1,0,0,0,0,1,Field,—,15,—,—,—,3855,3840
505,505,Watchog,Normal,,420,60,85,69,60,69,77,5,FALSE,MF,50,50,255,11,270,70,147,0,2,0,0,0,0,2,Field,—,15,—,—,—,3855,3840
506,506,Lillipup,Normal,,275,45,60,45,25,45,55,5,FALSE,MS,50,50,255,4,41,70,55,0,1,0,0,0,0,1,Field,—,15,—,—,—,3855,3840
507,507,Herdier,Normal,,370,65,80,65,35,65,60,5,FALSE,MS,50,50,120,9,147,70,130,0,2,0,0,0,0,2,Field,—,15,—,—,—,3855,3840
508,508,Stoutland,Normal,,500,85,110,90,45,90,80,5,FALSE,MS,50,50,45,12,610,70,225,0,3,0,0,0,0,3,Field,—,15,—,—,—,3855,3840
509,509,Purrloin,Dark,,281,41,50,37,50,37,66,5,FALSE,MF,50,50,255,4,101,70,56,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
510,510,Liepard,Dark,,446,64,88,50,88,50,106,5,FALSE,MF,50,50,90,11,375,70,156,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
511,511,Pansage,Grass,,316,50,53,48,53,48,64,5,FALSE,MF,87.5,12.5,190,6,105,70,63,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
512,512,Simisage,Grass,,498,75,98,63,98,63,101,5,FALSE,MF,87.5,12.5,75,11,305,70,174,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
513,513,Pansear,Fire,,316,50,53,48,53,48,64,5,FALSE,MF,87.5,12.5,190,6,110,70,63,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
514,514,Simisear,Fire,,498,75,98,63,98,63,101,5,FALSE,MF,87.5,12.5,75,10,280,70,174,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
515,515,Panpour,Water,,316,50,53,48,53,48,64,5,FALSE,MF,87.5,12.5,190,6,135,70,63,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
516,516,Simipour,Water,,498,75,98,63,98,63,101,5,FALSE,MF,87.5,12.5,75,10,290,70,174,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
517,517,Munna,Psychic,,292,76,25,45,67,55,24,5,FALSE,FA,50,50,190,6,233,70,58,1,0,0,0,0,0,1,Field,—,10,—,—,—,2570,2560
518,518,Musharna,Psychic,,487,116,55,85,107,95,29,5,FALSE,FA,50,50,75,11,605,70,170,2,0,0,0,0,0,2,Field,—,10,—,—,—,2570,2560
519,519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,MS,50,50,255,3,21,70,53,0,1,0,0,0,0,1,Flying,—,15,—,—,—,3855,3840
520,520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,MS,50,50,120,6,150,70,125,0,2,0,0,0,0,2,Flying,—,15,—,—,—,3855,3840
521,521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,MS,50,50,45,12,290,70,220,0,3,0,0,0,0,3,Flying,—,15,—,—,—,3855,3840
522,522,Blitzle,Electric,,295,45,60,32,50,32,76,5,FALSE,MF,50,50,190,8,298,70,59,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
523,523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,FALSE,MF,50,50,75,16,795,70,174,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
